0.33	0.25	0.13	1	0.11	1	1	1	0.06
0.33	0.75	0.38	1	0.67	1	1	1	0.15
0.33	0.25	0.04	1	0.11	1	1	1	0.01
0.33	0.25	0.04	1	0.11	1	1	1	0.01
0.33	1	0.25	1	0.33	1	1	1	0.14
0.4	0	0	0	0	0	1	1	0
0.33	0	0	0.62	0	0	1	1	0.01
0.4	-1	0.17	-1	0.11	1	1	1	0.11
0.4	-1	0.33	-1	0.33	1	1	1	0.29
0.4	-1	0.33	-1	0.33	1	1	1	0.29
0.33	1	0.25	1	0.67	1	1	1	0.14
